tenure,Contract,OnlineSecurity,TechSupport,MonthlyCharges,TotalCharges,SeniorCitizen,PaymentMethod,Probabilidad_Fuga,Nivel_Riesgo,Impacto_Mensual
22,0,0,0,79.35,1730.35,0,2,0.4330582343398434,Moderado,79.35
4,0,0,0,50.7,151.3,0,1,0.43296337607544944,Moderado,50.7
5,0,0,0,44.05,202.15,0,1,0.43296337607544944,Moderado,44.05
16,0,0,0,69.65,1043.3,1,2,0.4314868759489723,Moderado,69.65
27,0,0,0,75.5,1893.95,1,2,0.43062197278858494,Moderado,75.5
18,0,0,2,88.85,1594.75,0,2,0.42919066495488434,Moderado,88.85
17,0,2,0,85.35,1463.45,1,0,0.4287468192977338,Moderado,85.35
6,0,0,0,30.5,208.7,0,1,0.4281378741327908,Moderado,30.5
1,0,1,1,19.45,19.45,0,2,0.4276697575233297,Moderado,19.45
1,0,1,1,19.45,19.45,0,2,0.4276697575233297,Moderado,19.45
20,0,2,2,96.55,1901.65,0,2,0.4260226646821588,Moderado,96.55
9,0,0,2,75.85,647.5,0,2,0.4247844625099404,Moderado,75.85
10,0,0,0,72.15,794.25,0,1,0.42467131543829834,Moderado,72.15
13,0,0,0,70.15,931.75,0,2,0.4242536223666774,Moderado,70.15
46,0,2,2,110.2,4972.1,1,2,0.42253317820384134,Moderado,110.2
32,0,0,0,78.9,2447.95,0,2,0.42090461060189616,Moderado,78.9
25,0,0,0,89.15,2257.75,0,0,0.4196216706119794,Moderado,89.15
1,0,2,0,48.75,48.75,0,3,0.417729912794191,Moderado,48.75
48,0,0,0,91.05,4370.75,1,1,0.41714818743751286,Moderado,91.05
34,0,0,0,79.6,2718.3,1,3,0.41677241138428267,Moderado,79.6
31,0,0,0,81.15,2640.55,0,2,0.4165058019234039,Moderado,81.15
18,0,0,0,84.3,1537.9,0,0,0.41579893512799543,Moderado,84.3
38,0,0,2,105.0,4026.4,0,2,0.4144254618461211,Moderado,105.0
68,1,2,2,117.2,8035.95,0,1,0.41329900780198264,Moderado,117.2
42,1,0,2,108.3,4586.15,0,2,0.4130315631670555,Moderado,108.3
1,0,0,2,49.3,49.3,0,2,0.4126766956143384,Moderado,49.3
20,0,0,0,89.0,1820.45,0,3,0.4096936853273328,Moderado,89.0
27,0,2,0,101.25,2754.45,1,2,0.409581035181216,Moderado,101.25
3,0,0,2,64.6,174.2,0,2,0.4087012272793075,Moderado,64.6
7,0,2,0,79.65,604.7,0,3,0.40743960895877046,Moderado,79.65
50,0,2,0,108.75,5431.9,1,0,0.4072182925698667,Moderado,108.75
43,0,0,0,75.35,3161.4,0,1,0.4063831507276946,Moderado,75.35
28,0,0,0,89.9,2433.5,0,1,0.40394164473958283,Moderado,89.9
27,0,0,2,83.85,2310.2,1,2,0.4035539013037814,Moderado,83.85
47,0,2,0,98.75,4533.7,0,2,0.40325279289696697,Moderado,98.75
1,0,1,1,20.2,20.2,0,0,0.40311003403759943,Moderado,20.2
17,0,0,0,76.65,1313.55,0,2,0.4029874474709163,Moderado,76.65
25,0,2,2,105.5,2686.05,0,2,0.4029655305021143,Moderado,105.5
22,0,0,0,87.0,1850.65,0,0,0.40048575875200965,Moderado,87.0
60,0,0,0,105.9,6396.45,0,2,0.40028497857624806,Moderado,105.9
35,0,0,0,24.15,812.5,0,2,0.40020324624469267,Moderado,24.15
2,0,2,0,42.6,72.4,0,2,0.40007372026792615,Moderado,42.6
46,0,0,0,96.05,4399.5,0,0,0.3983323720700957,Moderado,96.05
53,0,0,2,108.25,5935.1,0,0,0.3982528906103083,Moderado,108.25
1,0,1,1,20.05,20.05,0,3,0.397298896611327,Moderado,20.05
1,0,1,1,19.9,19.9,0,3,0.397298896611327,Moderado,19.9
1,0,1,1,19.8,19.8,0,3,0.397298896611327,Moderado,19.8
1,0,1,1,19.75,19.75,0,3,0.397298896611327,Moderado,19.75
1,0,1,1,19.75,19.75,0,3,0.397298896611327,Moderado,19.75
1,0,1,1,19.75,19.75,0,3,0.397298896611327,Moderado,19.75
1,0,1,1,19.75,19.75,0,3,0.397298896611327,Moderado,19.75
1,0,1,1,19.65,19.65,0,3,0.397298896611327,Moderado,19.65
6,0,0,0,69.25,418.4,0,3,0.39472734975058116,Moderado,69.25
34,0,0,2,108.9,3625.2,1,2,0.3946360831153112,Moderado,108.9
23,0,0,0,74.95,1710.45,0,2,0.39178114604232733,Moderado,74.95
7,0,2,0,74.35,533.6,0,3,0.39168310041673976,Moderado,74.35
6,0,0,0,55.3,324.25,0,3,0.39152756683216905,Moderado,55.3
9,0,0,0,29.95,248.95,0,2,0.3912056550445346,Moderado,29.95
57,0,0,0,89.85,4925.35,1,2,0.3910661658541471,Moderado,89.85
5,0,0,0,50.6,249.95,0,3,0.3903448300504021,Moderado,50.6
5,0,0,0,46.0,221.7,0,3,0.3903448300504021,Moderado,46.0
4,0,0,0,44.55,220.75,0,3,0.3903448300504021,Moderado,44.55
28,0,0,0,81.05,2227.1,0,2,0.3891450330391899,Moderado,81.05
55,0,2,0,44.85,2479.05,1,2,0.3886903561875662,Moderado,44.85
24,0,0,0,88.95,2072.75,0,1,0.38780223870425357,Moderado,88.95
52,0,0,2,102.7,5138.1,0,1,0.3873974403510613,Moderado,102.7
32,0,0,0,81.1,2619.25,1,1,0.38737116903096347,Moderado,81.1
20,0,2,0,79.15,1520.9,1,2,0.3873016293283236,Moderado,79.15
25,0,0,0,69.3,1813.1,1,2,0.3870761551275458,Moderado,69.3
42,0,0,0,55.65,2421.75,1,2,0.38699270422197757,Moderado,55.65
26,0,2,0,92.4,2349.8,0,1,0.386546598954314,Moderado,92.4
17,0,0,0,45.05,770.6,1,2,0.3855104153188493,Moderado,45.05
15,0,2,0,86.2,1270.2,0,2,0.38448449108970695,Moderado,86.2
22,0,0,0,89.1,1949.4,0,1,0.38338237041615303,Moderado,89.1
12,0,2,0,78.95,927.35,0,2,0.3818882389905131,Moderado,78.95
50,1,0,2,106.8,5347.95,1,2,0.3812844127786388,Moderado,106.8
69,0,0,0,99.45,7007.6,0,1,0.380922947084944,Moderado,99.45
1,0,1,1,19.55,19.55,0,3,0.3790708490330854,Moderado,19.55
13,1,0,0,104.15,1299.1,0,1,0.3788909346751784,Moderado,104.15
7,0,0,2,44.4,265.8,1,2,0.37835439225954076,Moderado,44.4
9,0,0,0,69.05,653.95,0,1,0.37729525255761204,Moderado,69.05
22,0,0,0,84.15,1821.95,0,0,0.3765911394439571,Moderado,84.15
18,0,0,0,74.15,1387.0,0,3,0.3748528595712492,Moderado,74.15
23,0,2,0,90.0,2024.1,1,2,0.3746264774094177,Moderado,90.0
68,0,0,0,95.9,6503.2,1,2,0.3738158705711437,Moderado,95.9
33,0,0,0,80.6,2656.5,1,0,0.37376785928106393,Moderado,80.6
16,0,0,2,89.05,1448.6,0,1,0.3735930618049254,Moderado,89.05
61,0,0,0,99.15,6010.05,0,2,0.37300617921437706,Moderado,99.15
47,0,0,0,86.05,3865.6,1,1,0.37277413757079675,Moderado,86.05
36,0,2,0,90.85,3186.7,1,2,0.3724643498963589,Moderado,90.85
12,0,2,0,81.7,858.6,0,0,0.3722799771076924,Moderado,81.7
7,0,0,0,25.05,189.95,0,0,0.3722484544528649,Moderado,25.05
7,0,2,2,81.25,580.1,0,0,0.3701723516958562,Moderado,81.25
50,0,0,0,71.05,3444.85,1,2,0.36943029286017076,Moderado,71.05
1,0,1,1,19.75,19.75,0,2,0.3678613556586191,Moderado,19.75
12,1,0,0,95.7,1184.0,0,2,0.3672733398329015,Moderado,95.7
48,0,2,0,105.25,4997.5,0,1,0.36676970242633733,Moderado,105.25
38,0,0,0,101.15,3956.7,0,1,0.36665812923581015,Moderado,101.15
22,0,0,0,50.6,1073.3,0,2,0.36347309413905604,Moderado,50.6
57,0,0,2,104.9,5913.95,1,0,0.3629467358077427,Moderado,104.9
22,0,2,0,81.7,1820.9,1,2,0.3627487651449618,Moderado,81.7
16,0,0,0,72.65,1194.3,0,2,0.36264161060303407,Moderado,72.65
6,0,0,0,45.65,323.45,0,3,0.3612817152781683,Moderado,45.65
7,0,0,0,44.25,313.45,0,3,0.3612817152781683,Moderado,44.25
7,0,0,0,43.9,278.4,0,3,0.3612817152781683,Moderado,43.9
38,0,0,0,74.95,2869.85,1,0,0.35963080298361555,Moderado,74.95
1,0,1,1,21.0,21.0,0,2,0.358746687739449,Moderado,21.0
19,0,0,0,56.2,1093.4,0,2,0.35805684551728506,Moderado,56.2
34,0,0,0,84.05,2909.95,0,3,0.3578674855267593,Moderado,84.05
63,0,0,0,103.5,6479.4,1,2,0.3570307272706452,Moderado,103.5
32,0,0,0,84.15,2585.95,0,0,0.35684760323816767,Moderado,84.15
61,0,0,2,114.1,7132.15,0,2,0.3551097817819359,Moderado,114.1
1,0,1,1,24.0,24.0,0,3,0.3547705350724387,Moderado,24.0
3,0,0,2,31.0,95.05,0,3,0.3542215301294071,Moderado,31.0
9,0,0,0,34.7,296.1,0,1,0.3520129098229614,Moderado,34.7
1,0,1,1,19.3,19.3,0,3,0.35112728012492456,Moderado,19.3
8,0,0,0,54.4,475.1,0,2,0.35030554999002134,Moderado,54.4
60,1,0,0,104.35,6339.45,1,2,0.3492434848935516,Moderado,104.35
62,1,0,0,103.75,6383.35,1,2,0.3492434848935516,Moderado,103.75
14,1,2,2,105.95,1348.9,0,3,0.3470382737782062,Moderado,105.95
1,0,2,2,70.45,70.45,0,0,0.34676942535727084,Moderado,70.45
19,0,0,2,89.95,1682.4,0,3,0.3463972313219257,Moderado,89.95
6,0,0,0,59.45,357.6,0,2,0.3456584738278402,Moderado,59.45
52,0,0,0,49.15,2550.9,1,2,0.3442675302965896,Moderado,49.15
18,0,2,0,87.9,1500.5,0,3,0.3442213154545426,Moderado,87.9
25,0,0,0,69.75,1729.35,0,2,0.3430329031168035,Moderado,69.75
40,1,0,2,105.95,4335.2,0,1,0.3419723980692295,Moderado,105.95
18,0,0,0,75.6,1395.05,0,0,0.34158303892255537,Moderado,75.6
54,0,0,0,89.4,4869.5,0,1,0.34092466110685227,Moderado,89.4
8,0,0,0,43.35,371.4,1,3,0.34026544352924964,Moderado,43.35
65,0,0,0,108.8,7082.45,1,0,0.3402498414884137,Moderado,108.8
36,0,0,0,97.35,3457.9,0,0,0.3396275724858329,Moderado,97.35
20,0,2,0,89.4,1871.15,0,0,0.3394313240444276,Moderado,89.4
66,1,0,0,104.9,6891.45,1,2,0.3387088577958352,Moderado,104.9
2,0,0,2,54.35,117.05,0,3,0.33799481279446225,Moderado,54.35
3,0,0,2,50.5,147.75,0,3,0.33799481279446225,Moderado,50.5
3,0,0,2,50.25,152.3,0,3,0.33799481279446225,Moderado,50.25
34,0,0,0,69.15,2275.1,1,1,0.3378725370354352,Moderado,69.15
7,0,2,0,48.2,340.35,1,2,0.33785715333005717,Moderado,48.2
48,0,2,0,111.45,5315.1,0,0,0.33549902537030046,Moderado,111.45
7,1,0,0,94.05,633.45,0,3,0.33434398216987266,Moderado,94.05
65,1,0,0,106.25,6979.8,1,2,0.33426875143810864,Moderado,106.25
15,0,0,0,49.0,749.25,0,2,0.3337956655851189,Moderado,49.0
1,0,0,2,49.9,49.9,0,3,0.33316740421202223,Moderado,49.9
5,0,0,2,65.6,339.9,0,0,0.33252708780462026,Moderado,65.6
3,0,0,2,65.25,209.9,0,3,0.33216311404400634,Moderado,65.25
3,0,0,2,60.65,196.9,0,3,0.33216311404400634,Moderado,60.65
30,0,2,0,90.5,2595.85,1,1,0.33212998153920187,Moderado,90.5
34,0,0,0,56.25,1765.95,1,2,0.33117991614774295,Moderado,56.25
45,0,0,0,89.3,4192.15,0,1,0.3308304991522928,Moderado,89.3
43,1,0,2,104.3,4451.85,0,1,0.3292622926724312,Moderado,104.3
13,0,0,0,55.95,734.35,0,2,0.3285933573775825,Moderado,55.95
20,0,2,2,108.2,2203.7,0,0,0.3274207957473909,Moderado,108.2
63,0,0,2,105.4,6713.2,0,2,0.3259265204880703,Moderado,105.4
1,0,2,0,49.75,49.75,0,2,0.3259190648236713,Moderado,49.75
1,0,1,1,20.55,20.55,0,2,0.32487166120796257,Moderado,20.55
51,1,0,0,106.8,5498.8,0,0,0.324613679256233,Moderado,106.8
11,0,0,0,64.9,716.1,0,2,0.32284476300725856,Moderado,64.9
19,0,0,0,39.7,710.05,0,2,0.3224003022592793,Moderado,39.7
19,0,0,0,39.65,733.35,0,2,0.3224003022592793,Moderado,39.65
58,0,0,2,100.4,5749.8,1,0,0.32159721106503236,Moderado,100.4
66,0,0,0,99.5,6822.15,1,1,0.3211698513492506,Moderado,99.5
1,0,1,1,20.5,20.5,0,3,0.32108296753291987,Moderado,20.5
10,0,0,0,33.9,298.45,0,3,0.32097863551950034,Moderado,33.9
21,0,2,0,28.5,629.35,0,2,0.32090767328667014,Moderado,28.5
24,0,0,0,79.65,1928.7,0,3,0.3206267316997905,Moderado,79.65
50,0,2,0,83.4,4113.7,1,2,0.3201503828257729,Moderado,83.4
57,0,0,0,95.25,5427.05,1,0,0.3190104962999606,Moderado,95.25
17,1,0,2,98.6,1704.95,0,0,0.3184145308769146,Moderado,98.6
20,0,0,0,49.6,939.8,0,2,0.3179871756277873,Moderado,49.6
21,0,0,0,44.95,926.25,0,2,0.3179871756277873,Moderado,44.95
36,0,0,2,87.55,3078.1,0,2,0.31721000512988656,Moderado,87.55
35,0,0,2,76.05,2747.2,1,2,0.3142974487113965,Moderado,76.05
13,0,0,0,25.15,331.85,0,0,0.3142643379418661,Moderado,25.15
17,0,0,2,92.7,1556.85,0,1,0.3131902536795284,Moderado,92.7
44,1,2,0,106.05,4510.8,0,2,0.3103961248805782,Moderado,106.05
35,0,2,2,100.5,3653.35,1,0,0.3099753034198189,Moderado,100.5
32,0,0,0,80.35,2596.15,0,0,0.3090538496833619,Moderado,80.35
46,1,0,2,103.15,4594.65,0,2,0.30901509990095594,Moderado,103.15
1,0,1,1,19.4,19.4,0,3,0.3089498555143457,Moderado,19.4
32,0,2,0,93.4,2979.3,0,1,0.3071515943446346,Moderado,93.4
23,0,0,2,90.6,1943.2,0,2,0.30508042645015443,Moderado,90.6
5,0,0,2,63.95,318.1,0,1,0.30455774743225916,Moderado,63.95
4,0,0,2,61.45,229.55,0,1,0.30455774743225916,Moderado,61.45
1,0,2,2,53.95,53.95,0,2,0.30283028178406574,Moderado,53.95
55,0,0,0,81.55,4509.5,0,2,0.3022232802106437,Moderado,81.55
22,0,0,2,90.5,1910.6,1,0,0.3018345454231378,Moderado,90.5
1,0,1,1,25.0,25.0,0,3,0.3017492153040666,Moderado,25.0
24,0,2,0,78.85,1772.25,1,2,0.30095818910574407,Moderado,78.85
39,1,0,0,100.0,3835.55,0,2,0.30042110258944993,Moderado,100.0
40,1,2,0,105.75,4228.55,0,0,0.2993763711870835,Bajo,105.75
63,0,0,2,109.85,7002.95,0,1,0.2982241117405177,Bajo,109.85
16,0,0,0,71.4,1212.1,0,0,0.2979282708591145,Bajo,71.4
10,0,0,0,67.8,653.15,0,1,0.29555136908983914,Bajo,67.8
68,0,2,2,107.7,7320.9,0,2,0.2952381447307957,Bajo,107.7
67,1,0,0,105.4,6989.45,0,2,0.2946284417660083,Bajo,105.4
50,1,2,0,103.95,5231.3,0,2,0.2931794653513517,Bajo,103.95
59,0,0,0,88.75,5348.65,1,1,0.29282209530375375,Bajo,88.75
1,0,1,1,20.7,20.7,0,2,0.29055577984791514,Bajo,20.7
1,0,1,1,20.35,20.35,0,3,0.29053677943821865,Bajo,20.35
1,0,1,1,20.3,20.3,0,3,0.29053677943821865,Bajo,20.3
1,0,1,1,20.25,20.25,0,3,0.29053677943821865,Bajo,20.25
1,0,1,1,20.25,20.25,0,3,0.29053677943821865,Bajo,20.25
19,1,0,2,100.95,1875.55,0,2,0.2899781180262446,Bajo,100.95
8,0,0,2,68.55,564.35,0,2,0.28985915310510113,Bajo,68.55
58,1,2,0,107.75,6332.75,0,2,0.2872771405821551,Bajo,107.75
28,1,2,0,106.1,2847.4,0,2,0.28709471823429134,Bajo,106.1
1,0,1,1,20.6,20.6,0,3,0.2869971588340934,Bajo,20.6
41,0,0,0,40.35,1677.85,0,2,0.28673265697529005,Bajo,40.35
46,0,2,0,85.0,3969.4,1,2,0.2867182403681739,Bajo,85.0
9,0,0,0,24.6,190.1,0,3,0.2864191507410817,Bajo,24.6
55,0,2,2,116.5,6382.55,1,2,0.2859885921059039,Bajo,116.5
18,0,0,0,57.45,990.85,0,2,0.28467234152927434,Bajo,57.45
1,0,2,0,49.8,49.8,0,1,0.28442238639501355,Bajo,49.8
60,0,0,0,89.45,5294.6,1,2,0.28348307942047135,Bajo,89.45
55,0,2,0,96.75,5238.9,0,2,0.2832986231766244,Bajo,96.75
61,0,2,0,106.45,6300.15,0,2,0.2794672431201074,Bajo,106.45
55,0,0,0,73.1,4144.9,0,2,0.2792566174141349,Bajo,73.1
61,1,0,0,104.4,6405.0,1,1,0.27806213078859465,Bajo,104.4
4,0,0,2,56.5,235.1,0,3,0.27760988114906693,Bajo,56.5
4,0,0,2,50.05,179.35,0,3,0.27760988114906693,Bajo,50.05
54,1,2,0,106.55,5763.3,0,0,0.27492990213493984,Bajo,106.55
12,0,0,0,58.35,740.55,0,1,0.27332833578510074,Bajo,58.35
11,0,0,0,45.2,492.0,0,1,0.27332833578510074,Bajo,45.2
10,0,0,0,60.2,563.5,0,3,0.27259962693057777,Bajo,60.2
4,0,0,2,64.4,253.0,0,3,0.2723913604397812,Bajo,64.4
18,0,0,0,55.95,1082.8,0,3,0.27167713503944585,Bajo,55.95
4,0,2,0,49.35,219.65,0,2,0.2716685634656302,Bajo,49.35
17,0,0,0,70.4,1214.05,0,0,0.27102594850777456,Bajo,70.4
15,0,0,0,69.0,994.8,0,0,0.26858766901703257,Bajo,69.0
62,0,2,0,105.5,6487.2,0,2,0.26813363810045815,Bajo,105.5
53,1,2,0,106.95,5785.5,0,1,0.2678362562832173,Bajo,106.95
11,0,0,0,59.65,683.25,0,0,0.2674067480766118,Bajo,59.65
12,0,0,0,49.05,593.05,0,0,0.2674067480766118,Bajo,49.05
13,0,0,0,48.75,633.4,0,0,0.2674067480766118,Bajo,48.75
12,0,0,0,45.0,524.35,0,0,0.2674067480766118,Bajo,45.0
19,0,0,0,69.6,1394.55,0,3,0.2671006093402664,Bajo,69.6
27,0,0,0,75.75,1929.0,0,0,0.26706203684509827,Bajo,75.75
22,0,2,0,75.0,1573.95,0,0,0.265215492178765,Bajo,75.0
69,0,0,0,85.4,5869.4,0,0,0.26403740000983567,Bajo,85.4
33,0,0,2,95.0,3008.15,0,1,0.26370345029377973,Bajo,95.0
48,1,2,0,103.25,5037.55,0,1,0.26325142144256336,Bajo,103.25
60,0,0,2,103.75,5969.95,0,0,0.2614039548645753,Bajo,103.75
1,0,1,1,20.45,20.45,0,3,0.2610469378870988,Bajo,20.45
1,0,1,1,20.4,20.4,0,3,0.2610469378870988,Bajo,20.4
55,0,0,2,90.45,5044.8,1,2,0.25862032599900464,Bajo,90.45
8,0,2,0,60.9,551.95,1,0,0.25801395826661744,Bajo,60.9
29,0,0,0,45.9,1332.4,0,2,0.25682586934072654,Bajo,45.9
47,1,2,2,103.7,4730.6,0,2,0.2559156353970297,Bajo,103.7
41,0,2,0,81.3,3190.65,0,1,0.2551817896607904,Bajo,81.3
46,1,0,0,94.15,4408.45,0,2,0.2541694843445783,Bajo,94.15
53,2,0,0,105.55,5682.25,0,2,0.25376823094067,Bajo,105.55
49,1,2,0,109.2,5290.45,0,1,0.25268697903836107,Bajo,109.2
53,0,2,0,90.8,4921.2,0,2,0.2526213416244519,Bajo,90.8
1,0,0,2,29.15,29.15,0,3,0.248784613634892,Bajo,29.15
22,0,2,0,49.8,1049.05,0,2,0.24735697157930567,Bajo,49.8
7,0,2,0,50.7,350.35,0,3,0.24724596598804766,Bajo,50.7
68,1,0,2,108.45,7176.55,0,2,0.24694340181609137,Bajo,108.45
15,0,0,0,48.8,720.1,0,3,0.24659119819756464,Bajo,48.8
44,1,0,0,94.4,4295.35,0,2,0.24568645387101362,Bajo,94.4
67,2,0,2,111.2,7530.8,0,0,0.24532247727210765,Bajo,111.2
5,0,2,0,55.8,300.4,0,1,0.24432866220388882,Bajo,55.8
46,1,2,2,105.2,4822.85,0,0,0.24398931263218646,Bajo,105.2
45,1,0,0,100.15,4459.8,1,0,0.2437152979896167,Bajo,100.15
51,1,2,2,110.05,5686.4,0,1,0.24339402083954784,Bajo,110.05
6,0,0,2,48.8,297.35,0,3,0.24070083437142525,Bajo,48.8
1,0,1,1,20.75,20.75,0,1,0.24066984281819293,Bajo,20.75
38,0,0,0,69.5,2625.25,0,1,0.23963203178762063,Bajo,69.5
6,0,2,0,55.9,365.35,0,1,0.23880962769839267,Bajo,55.9
37,0,2,0,91.15,3369.25,0,2,0.23597705298459165,Bajo,91.15
46,0,2,0,89.15,4245.55,0,1,0.2351609341916272,Bajo,89.15
48,2,0,0,108.1,5067.45,0,0,0.23464314569719952,Bajo,108.1
63,0,2,0,109.4,7031.45,1,0,0.23349014671001098,Bajo,109.4
18,0,0,0,49.55,878.35,0,3,0.23346537649204593,Bajo,49.55
46,0,0,0,69.1,3168.0,0,1,0.2330939537056958,Bajo,69.1
4,0,2,0,35.0,135.75,0,3,0.2324068156551738,Bajo,35.0
20,0,0,0,24.9,505.95,0,1,0.23113840078491532,Bajo,24.9
26,0,0,2,73.05,1959.5,0,2,0.2309505699550074,Bajo,73.05
34,0,2,0,109.8,3587.25,0,3,0.22970384716147244,Bajo,109.8
8,0,0,0,44.45,369.3,0,3,0.22956061672446978,Bajo,44.45
66,1,0,0,95.3,6273.4,0,2,0.2286590120918111,Bajo,95.3
32,0,2,2,108.15,3432.9,0,1,0.226360693310849,Bajo,108.15
18,0,2,0,58.4,964.9,1,1,0.22585631402709486,Bajo,58.4
48,1,0,0,97.05,4692.95,0,2,0.22550053472087106,Bajo,97.05
47,0,2,0,67.45,3252.0,1,1,0.2241002167306175,Bajo,67.45
8,0,2,0,60.0,487.75,0,2,0.22407005025130278,Bajo,60.0
66,1,0,0,104.6,6819.45,1,1,0.22059110947477506,Bajo,104.6
64,0,2,2,108.95,7111.3,1,0,0.22057756695370428,Bajo,108.95
4,0,2,0,57.2,223.75,0,3,0.2198605222619893,Bajo,57.2
48,0,2,2,95.4,4445.3,0,2,0.21845268521741884,Bajo,95.4
55,2,0,2,113.6,6292.7,1,2,0.2180172622093058,Bajo,113.6
39,0,0,2,81.5,3107.3,0,0,0.21743619101905975,Bajo,81.5
18,0,0,0,25.15,476.8,0,3,0.21743131840205857,Bajo,25.15
1,0,1,1,19.3,19.3,0,1,0.2161078279359485,Bajo,19.3
53,0,0,2,80.6,4348.1,0,3,0.21593848458339046,Bajo,80.6
57,0,0,2,95.3,5567.45,1,1,0.21593778918887727,Bajo,95.3
40,1,0,2,99.2,4062.2,1,1,0.2152147645507948,Bajo,99.2
16,0,2,0,38.9,664.4,0,2,0.21497398054108582,Bajo,38.9
49,1,0,2,97.95,4917.9,0,2,0.214447863771219,Bajo,97.95
21,0,2,0,64.95,1339.8,1,0,0.21436073475304201,Bajo,64.95
59,0,2,0,89.75,5496.9,1,2,0.21217942789502858,Bajo,89.75
44,0,2,0,84.8,3626.35,0,1,0.21145805793531663,Bajo,84.8
51,1,0,0,98.85,4947.55,0,2,0.20949127884788946,Bajo,98.85
49,0,0,0,52.15,2583.75,0,1,0.20885842370781604,Bajo,52.15
3,0,1,1,19.55,61.05,0,2,0.2086778939862594,Bajo,19.55
19,0,2,0,66.4,1286.05,1,0,0.2076338556649877,Bajo,66.4
7,0,0,2,59.5,415.95,0,3,0.20621837998356185,Bajo,59.5
67,1,0,0,105.7,6816.95,0,0,0.2047113023521335,Bajo,105.7
8,0,2,0,51.3,411.6,0,1,0.20399081178909872,Bajo,51.3
42,0,0,2,85.9,3729.75,0,1,0.20375933136132388,Bajo,85.9
24,0,0,0,49.7,1218.25,0,3,0.20344204568401172,Bajo,49.7
52,0,0,2,93.25,4631.7,0,0,0.20339358906576707,Bajo,93.25
24,0,2,0,39.1,971.3,1,0,0.20152723426778388,Bajo,39.1
60,0,2,0,94.1,5475.9,0,1,0.2006755772806102,Bajo,94.1
60,1,0,0,94.4,5610.25,0,2,0.19961730235698738,Bajo,94.4
9,0,1,1,18.95,185.6,0,3,0.19861711726365366,Bajo,18.95
2,0,1,1,19.9,57.4,0,2,0.19809606786030787,Bajo,19.9
3,0,2,2,64.5,177.4,0,0,0.1976728421198428,Bajo,64.5
62,1,0,2,110.8,6840.95,0,2,0.19668000979710235,Bajo,110.8
52,0,2,0,48.8,2555.05,1,1,0.1965564592172799,Bajo,48.8
58,1,2,0,110.65,6526.65,0,1,0.19560240400890438,Bajo,110.65
3,0,2,2,35.1,101.1,0,3,0.19448130019925472,Bajo,35.1
7,0,2,0,29.8,201.95,0,3,0.19193421482011808,Bajo,29.8
10,0,0,2,55.2,528.35,0,1,0.1914386139021441,Bajo,55.2
46,0,0,0,45.2,2065.15,0,1,0.19068063458732537,Bajo,45.2
56,0,0,2,96.95,5432.2,0,1,0.18939424194052348,Bajo,96.95
43,0,0,0,50.2,2169.4,0,3,0.18806414802466837,Bajo,50.2
40,0,0,0,50.15,2058.5,0,3,0.18806414802466837,Bajo,50.15
41,0,0,0,55.7,2237.55,0,0,0.18738696867033783,Bajo,55.7
10,0,2,0,29.75,301.9,0,3,0.1873805470646252,Bajo,29.75
12,0,0,2,50.25,593.75,0,0,0.18683500084126858,Bajo,50.25
65,0,2,0,85.75,5688.45,1,2,0.18667544837481276,Bajo,85.75
22,0,2,2,89.05,1886.25,0,2,0.18591978825686645,Bajo,89.05
26,0,0,0,50.35,1277.5,0,1,0.18578447619820201,Bajo,50.35
61,0,0,0,89.2,5500.6,0,3,0.1855150523204022,Bajo,89.2
11,0,2,0,51.0,581.7,0,0,0.1841601785080027,Bajo,51.0
29,0,0,2,31.2,926.2,0,2,0.18328474043077606,Bajo,31.2
44,0,0,0,50.15,2139.1,0,3,0.18259516869111328,Bajo,50.15
61,1,2,0,106.0,6547.7,0,2,0.18183165688179934,Bajo,106.0
60,0,2,0,93.25,5774.55,1,2,0.18057894326401572,Bajo,93.25
11,0,2,0,64.05,733.95,0,0,0.18025998182882183,Bajo,64.05
54,1,2,0,100.05,5299.65,0,1,0.17958941420301375,Bajo,100.05
7,0,2,0,50.3,355.1,0,0,0.17936977137804688,Bajo,50.3
39,0,0,2,40.6,1494.5,0,2,0.1785988308117269,Bajo,40.6
49,1,0,0,100.45,4941.8,0,3,0.17753704920753038,Bajo,100.45
53,1,0,2,94.0,4871.45,1,2,0.17603768198328934,Bajo,94.0
49,1,0,2,99.25,4920.8,0,1,0.1756528577074148,Bajo,99.25
27,0,0,0,49.85,1336.15,0,3,0.17523220189878935,Bajo,49.85
43,0,0,0,29.3,1224.05,0,1,0.1752191099895573,Bajo,29.3
68,1,0,2,100.3,6754.35,0,2,0.17359330186526495,Bajo,100.3
13,0,0,2,50.55,610.75,0,3,0.173573695355578,Bajo,50.55
16,0,0,2,49.45,799.0,0,3,0.173573695355578,Bajo,49.45
3,0,1,1,19.6,59.75,0,3,0.17185607488954027,Bajo,19.6
46,2,0,2,108.9,4854.3,0,1,0.17123365256452233,Bajo,108.9
8,0,1,1,19.65,164.3,1,2,0.1705064492567603,Bajo,19.65
2,0,1,1,19.6,35.85,0,2,0.17005213435583197,Bajo,19.6
10,0,0,2,60.95,629.55,0,3,0.16985102492591087,Bajo,60.95
55,0,2,0,89.8,4959.6,0,0,0.168582701690503,Bajo,89.8
14,0,0,2,66.6,979.5,0,1,0.16773825464953546,Bajo,66.6
28,0,0,2,76.55,2065.4,0,0,0.16760319353728437,Bajo,76.55
